1	0.178700881699721
2	0.14503832906484604
3	0.1022968739271164
4	0.07889652417765723
5	0.05719239885608355
6	0.03489456636210283
7	0.023167086765170097
8	0.024949368606838915
9	0.014165937383141782
10	0.02317274993078576
11	0.016160319455795817
12	0.01651400498424967
13	0.01683117009492384
14	0.014262516672412554
15	0.016034537719355688
16	0.017608523679276306
17	0.015245528426021338
18	0.013234879666318497
19	0.017054390162229538
20	0.015342897890756527
21	0.01299460454740458
22	0.015835672409998044
23	0.011532479871271385
24	0.013893546536564827
25	0.014664896039499177
26	0.013839962840494182
27	0.01464066638921698
28	0.011661873457746373
29	0.014534676757951578
30	0.015009607861025466
31	0.012568189633182354
32	0.013629256282001734
33	0.011381493079372577
34	0.012989491069068512
35	0.007901658097075092
36	0.015686513907793496
37	0.010690872919642262
38	0.009860863960865471
39	0.012279450169040097
40	0.014087580558326509
41	0.012477327034705214
42	0.014223241505937444
43	0.015144445260779725
44	0.011409345807300674
45	0.01094681782544487
46	0.013219026279532246
47	0.009332384810679488
48	0.012931751811669933
49	0.013883961416367028
50	0.010626978292647336
